address,contact,cuisines,event_date,event_desc,event_name,facility,featured_collections,geo_location_lat,geo_location_long,known_for,link,name,price_beer,price_two,price_two_comp,rating,timetable,votes,what_people_love_here
"Hotel Viva Goa International, Road 1, Campal, Opposite Parade Grounds, Panaji, Goa",+91 8007433999,"Andhra, Goan, Seafood, Bar Food",,,,"Full Bar Available,Free Parking,Indoor Seating,Table booking recommended,Pool Table,Outdoor Seating,Free Wifi,Smoking Area",,15.4886140000,73.8150090000,,https://www.zomato.com/goa/cusino-panaji,Cusino,Cash,"1,000",6 pints of beer + 2 appetizers,NEW,"[['Mon', '11am – 3pm, 7pm – 11pm'], ['Tue', '11am – 3pm, 7pm – 11pm'], ['Wed', '11am – 3pm, 7pm – 11pm'], ['Thu', '11am – 3pm, 7pm – 11pm'], ['Fri', '11am – 3pm, 7pm – 11pm'], ['Sat', '11am – 3pm, 7pm – 11pm'], ['Sun', '11am – 3pm, 7pm – 11pm']]",N,
"Benaulim Beach Salcete Benaulim, Goa",+91 9822989810,"Seafood, Italian, North Indian, Beverages",,,,"Serves Alcohol,Outdoor Seating",,15.2568348000,73.9198336000,,https://www.zomato.com/goa/valonias-sea-view-beach-shack-benaulim,Valonia's Sea View Beach Shack,Cash,750,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '24 Hours'], ['Tue', '24 Hours'], ['Wed', '24 Hours'], ['Thu', '24 Hours'], ['Fri', '24 Hours'], ['Sat', '24 Hours'], ['Sun', '24 Hours']]",N,
Girkawada,+91 9764362616,"Healthy Food, Italian",,,,"Breakfast,Vegetarian Only,Full Bar Available,Outdoor Seating",,15.6700305333,73.7800443918,,https://www.zomato.com/goa/yogis-cafe-arambol,Yogi's Cafe,Cash,500,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 11pm'], ['Tue', '8am – 11pm'], ['Wed', '8am – 11pm'], ['Thu', '8am – 11pm'], ['Fri', '8am – 11pm'], ['Sat', '8am – 11pm'], ['Sun', '8am – 11pm']]",N,
"Bazar Wado, Revna, Quepem, Goa",+91 9422571148,"North Indian, Goan, Seafood",,,,"Full Bar Available,Indoor Seating",,15.1662560000,74.1071920000,,https://www.zomato.com/goa/mayur-quepem,Mayur,40,400,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '9am – 11pm'], ['Tue', '9am – 11pm'], ['Wed', '9am – 11pm'], ['Thu', '9am – 11pm'], ['Fri', '9am – 11pm'], ['Sat', '9am – 11pm'], ['Sun', '9am – 11pm']]",N,
"H.No. 1704/3D, Goveia Resorts, Anjuna-Vagiator Road, Behind New Police Station, Vagator, Goa",0832 6514179,"Continental, North Indian, Goan, Chinese",,,,"Breakfast,Serves Non Veg,Full Bar Available,Indoor Seating,Outdoor Seating,Smoking Area",,undefined,undefined,,https://www.zomato.com/goa/goveia-vagator,Goveia,Cash,"1,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 11pm'], ['Tue', '8am – 11pm'], ['Wed', '8am – 11pm'], ['Thu', '8am – 11pm'], ['Fri', '8am – 11pm'], ['Sat', '8am – 11pm'], ['Sun', '8am – 11pm']]",N,
"Candolim Beach, Candolim, Goa",+91 8888545171,"Goan, Seafood, Continental, Chinese",,,,"Breakfast,Serves Non Veg,Full Bar Available,Outdoor Seating,Table Reservation Not Required,Wifi",,15.5173445000,73.7603228000,,https://www.zomato.com/goa/manuels-sugar-shack-candolim,Manuel's Sugar Shack,Cash,"1,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8:30am – 11pm'], ['Tue', '8:30am – 11pm'], ['Wed', '8:30am – 11pm'], ['Thu', '8:30am – 11pm'], ['Fri', '8:30am – 11pm'], ['Sat', '8:30am – 11pm'], ['Sun', '8:30am – 11pm']]",N,
"Baga Road, Khobravaddo, Calangute, Goa",+91 9822353258,"Chinese, North Indian",,,,"Serves Non Veg,Full Bar Available,Outdoor Seating,Smoking Area,Buffet",,15.5521636676,73.7595452741,,https://www.zomato.com/goa/sea-feast-calangute,Sea Feast,Cash,500,2 mains + 2 beverages,-,"[['Mon', '1:30pm – 1:30am'], ['Tue', '1:30pm – 1:30am'], ['Wed', '1:30pm – 1:30am'], ['Thu', '1:30pm – 1:30am'], ['Fri', '1:30pm – 1:30am'], ['Sat', '1:30pm – 1:30am'], ['Sun', '1:30pm – 1:30am']]",N,
"Arambol Beach, Arambol, Goa","+91 7506628802,  +91 9873154798","Bar Food, North Indian, Chinese, Fast Food",,,,"Breakfast,Full Bar Available,Dance Floor,Outdoor Seating,Seaview,LGBTQIA Friendly,Indoor Seating,Free Wifi",,undefined,undefined,,https://www.zomato.com/goa/phoenix-restro-bar-arambol,Phoenix Restro Bar,70,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,NEW,"[['Mon', '8am – 11:30pm'], ['Tue', '8am – 11:30pm'], ['Wed', '8am – 11:30pm'], ['Thu', '8am – 11:30pm'], ['Fri', '8am – 11:30pm'], ['Sat', '8am – 11:30pm'], ['Sun', '8am – 11:30pm']]",N,
"14, Tivim Gaon, Bicholim, Goa",,Goan,,,,"Serves Alcohol,Outdoor Seating",,15.6058041597,73.9338526502,,https://www.zomato.com/goa/pratibha-bicholim,Pratibha,Cash,400,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 3pm, 6pm – 11pm'], ['Tue', '11am – 3pm, 6pm – 11pm'], ['Wed', '11am – 3pm, 6pm – 11pm'], ['Thu', '11am – 3pm, 6pm – 11pm'], ['Fri', '11am – 3pm, 6pm – 11pm'], ['Sat', '11am – 3pm, 6pm – 11pm'], ['Sun', '11am – 3pm, 6pm – 11pm']]",N,
"Calangute - Baga Road, Near Union Bank, Calangute, Goa",+91 7875028959,"North Indian, Chinese, BBQ",,,,"Full Bar Available,Indoor Seating",,15.5498939300,73.7593692541,,https://www.zomato.com/goa/the-pebbles-calangute,The Pebbles,60,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,NEW,"[['Mon', '12:30pm – 1:30am'], ['Tue', '12:30pm – 1:30am'], ['Wed', '12:30pm – 1:30am'], ['Thu', '12:30pm – 1:30am'], ['Fri', '12:30pm – 1:30am'], ['Sat', '12:30pm – 1:30am'], ['Sun', '12:30pm – 1:30am']]",N,
"31st Janerio Road, Panaji, Goa",+91 9423058958,North Indian,,,,"Home Delivery,Full Bar Available,Indoor Seating",,15.4987302000,73.8292783000,,https://www.zomato.com/goa/ashok-restaurant-panaji,Ashok Restaurant,Cash,800,2 mains + 2 beverages,-,"[['Mon', '8am – 9am, 7pm – 10:30pm'], ['Tue', '8am – 9am, 7pm – 10:30pm'], ['Wed', '8am – 9am, 7pm – 10:30pm'], ['Thu', '8am – 9am, 7pm – 10:30pm'], ['Fri', '8am – 9am, 7pm – 10:30pm'], ['Sat', '8am – 9am, 7pm – 10:30pm'], ['Sun', 'Closed']]",N,
"Arambol Beach, Arambol, Goa","+91 7350721874,  +91 9404454594","Fast Food, Beverages",,,,"Full Bar Available,Outdoor Seating,Wifi,Table Reservation Not Required",,15.6902919780,73.7022123858,,https://www.zomato.com/goa/mangoes-arambol,Mangoe's,60,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 11pm'], ['Tue', '8am – 11pm'], ['Wed', '8am – 11pm'], ['Thu', '8am – 11pm'], ['Fri', '8am – 11pm'], ['Sat', '8am – 11pm'], ['Sun', '8am – 11pm']]",N,
"882, Mazal Waddo, Anjuna, Goa",+91 9873554304,Bar Food,,,,"Full Bar Available,Indoor Seating,Outdoor Seating",,15.5842073513,73.7479336560,,https://www.zomato.com/goa/ratash-garden-lounge-bar-anjuna,Ratash Garden Lounge & Bar,Cash,600,6 pints of beer + 2 appetizers,-,"[['Mon', '11am – 11am'], ['Tue', '11am – 11am'], ['Wed', '11am – 11am'], ['Thu', '11am – 11am'], ['Fri', '11am – 11am'], ['Sat', '11am – 11am'], ['Sun', '11am – 11am']]",N,
"Damodar Building, Near Ferry Jetty for Chorao, Ribandar, Old Goa, Goa",+91 9823476326,"Indian, Chinese, Goan",,,,"Serves Non Veg,Full Bar Available,Outdoor Seating",,15.5003636931,73.9010183886,,https://www.zomato.com/goa/hot-spice-restaurant-and-bar-old-goa,Hot Spice Restaurant and Bar,Cash,500,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 3pm, 6:30pm – 11pm'], ['Tue', '11am – 3pm, 6:30pm – 11pm'], ['Wed', '11am – 3pm, 6:30pm – 11pm'], ['Thu', '11am – 3pm, 6:30pm – 11pm'], ['Fri', '11am – 3pm, 6:30pm – 11pm'], ['Sat', '11am – 3pm, 6:30pm – 11pm'], ['Sun', '11am – 3pm, 6:30pm – 11pm']]",N,
"House 331, Divanbag, Davalkhazan, Agonda Beach, Agonda, Palolem, Goa",+91 7350383206,"American, Seafood, North Indian",,,,"Full Bar Available,Nightlife,Indoor Seating,Table Reservation Not Required",,15.0440629445,73.9871826768,,https://www.zomato.com/goa/cupids-heaven-7-palolem,Cupid's Heaven 7,Cash,"1,200",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 11pm'], ['Tue', '8am – 11pm'], ['Wed', '8am – 11pm'], ['Thu', '8am – 11pm'], ['Fri', '8am – 11pm'], ['Sat', '8am – 11pm'], ['Sun', '8am – 11pm']]",N,
"Calangute Market Lane, Naika Vaddo",+91 9822687149,"North Indian, Chinese",,,,"Serves Alcohol,Indoor Seating",,15.5448608180,73.7649586424,,https://www.zomato.com/goa/ekta-bar-restaurant-calangute,Ekta Bar & Restaurant,Cash,400,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 2am'], ['Tue', '11am – 2am'], ['Wed', '11am – 2am'], ['Thu', '11am – 2am'], ['Fri', '11am – 2am'], ['Sat', '11am – 2am'], ['Sun', '11am – 2am']]",N,
"Arpora, Anjuna, Goa",+91 7038099628,Goan,,,,"Breakfast,Home Delivery,Serves Non Veg,Full Bar Available,Smoking Area,Table Reservation Not Required,Outdoor Seating",,15.5749071424,73.7645935267,,https://www.zomato.com/goa/hill-side-restaurant-anjuna,Hill Side Restaurant,Cash,700,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '10am – 11:30pm'], ['Tue', '10am – 11:30pm'], ['Wed', '10am – 11:30pm'], ['Thu', '10am – 11:30pm'], ['Fri', '10am – 11:30pm'], ['Sat', '10am – 11:30pm'], ['Sun', '10am – 11:30pm']]",N,
"Sonesta Inns, Anna Vaddo, Candolim, Candolim, Goa",+91 9822385059,"North Indian, Chinese, Continental, Beverages, Desserts",,,,"Full Bar Available,Smoking Area,Indoor Seating",,undefined,undefined,,https://www.zomato.com/goa/flavours-candolim,Flavours,100,900,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 10:30pm'], ['Tue', '11am – 10:30pm'], ['Wed', '11am – 10:30pm'], ['Thu', '11am – 10:30pm'], ['Fri', '11am – 10:30pm'], ['Sat', '11am – 10:30pm'], ['Sun', '11am – 10:30pm']]",N,
"Agonda Beach Resort, Agonda Beach Road, Agonda, Near, Palolem, Goa",+91 9822157541,"European, Indian",,,,"Breakfast,Full Bar Available,Free Parking,Outdoor Seating,Serves Cocktails,Free Wifi,Kid Friendly,Smoking Area,Indoor Seating,Table Reservation Not Required,Wifi",,15.0427985602,73.9878850803,,https://www.zomato.com/goa/agonda-beach-resort-palolem,Agonda Beach Resort,Cash,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7:30am – 10:30pm'], ['Tue', '7:30am – 10:30pm'], ['Wed', '7:30am – 10:30pm'], ['Thu', '7:30am – 10:30pm'], ['Fri', '7:30am – 10:30pm'], ['Sat', '7:30am – 10:30pm'], ['Sun', '7:30am – 10:30pm']]",N,
"Whispering Palms Beach Resort, Candolim, Goa",0832 6651515,"North Indian, Mughlai",,,,"Full Bar Available,Indoor Seating,Table Reservation Not Required,Outdoor Seating",,15.5101169768,73.7679871917,,https://www.zomato.com/goa/aahata-candolim,Aahata,Cash,"2,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7:30am – 10:30pm'], ['Tue', '7:30am – 10:30pm'], ['Wed', '7:30am – 10:30pm'], ['Thu', '7:30am – 10:30pm'], ['Fri', '7:30am – 10:30pm'], ['Sat', '7:30am – 10:30pm'], ['Sun', '7:30am – 10:30pm']]",N,
"Between Hotel Club Mahindra & Zuri White Sands, Varca, Benaulim, Goa",+91 9765600433,"Chinese, Continental, Goan, North Indian, Seafood",,,,"Breakfast,Serves Alcohol,Table booking not available,Indoor Seating,Smoking Area",,15.2245148422,73.9339418337,,https://www.zomato.com/goa/loddys-garden-court-benaulim,Loddy's Garden Court,Cash,700,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '9am – 11pm'], ['Tue', '9am – 11pm'], ['Wed', '9am – 11pm'], ['Thu', '9am – 11pm'], ['Fri', '9am – 11pm'], ['Sat', '9am – 11pm'], ['Sun', '9am – 11pm']]",N,
"Calist House, Ashwem-Mandrem Road, Mandrem, Goa",+91 9503105092,"Cafe, Seafood",,,,"Breakfast,Takeaway Only,Full Bar Available,Table Reservation Not Required,Desserts and Bakes,Board Games",,15.6658984599,73.7225130200,,https://www.zomato.com/goa/verandah-goa,Verandah,Cash,"1,400",2 sandwiches + 2 beverages,-,"[['Mon', '7pm – 11pm'], ['Tue', 'Closed'], ['Wed', '7pm – 11pm'], ['Thu', '7pm – 11pm'], ['Fri', '7pm – 11pm'], ['Sat', '7pm – 11pm'], ['Sun', '7pm – 11pm']]",N,
"Shop 2, Ground Floor Nav Gauri Appartment Opposite ICICI Atm Nh-17, Porvorim, Goa","+91 8817162688,  +91 9579215501","Goan, Chinese, South Indian",,,,"Serves Alcohol,Outdoor Seating,Indoor Seating",,15.5098075000,73.8143624000,,https://www.zomato.com/goa/viva-goa-wine-dine-1-porvorim,Viva Goa Wine & Dine,Cash,300,2 mains + 2 beverages,-,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",N,
"Alto- Betim Porvorim, Penha de Franca, Goa",+91 9315816714,"Cafe, Continental",,,,"Serves Alcohol,Indoor Seating",,undefined,undefined,,https://www.zomato.com/goa/the-blues-cafe-penha-de-franca,The Blues cafe,Cash,800,2 sandwiches + 2 beverages,-,"[['Mon', '10am – 12midnight'], ['Tue', '10am – 12midnight'], ['Wed', '10am – 12midnight'], ['Thu', '10am – 12midnight'], ['Fri', '10am – 12midnight'], ['Sat', '10am – 12midnight'], ['Sun', '10am – 12midnight']]",N,
"House 763/A, Gawde Wada Road, Morjim, Goa",+91 9822642624,"Asian, North Indian, Italian",,,,"Breakfast,Full Bar Available,Indoor Seating",,15.6343221000,73.7217123000,,https://www.zomato.com/goa/life-beach-lounge-morjim,Life Beach Lounge,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",N,
"Mayfair Hideaway Spa Resort, Rangali, Betul, Cavelossim, Goa",0832 2721111,"North Indian, Chinese, Continental",,,,"Breakfast,Full Bar Available,Indoor Seating,Poolside",,15.3100970143,73.9181349054,,https://www.zomato.com/goa/bar-grill-mayfair-hideaway-spa-resort-cavelossim,Bar & Grill - Mayfair Hideaway Spa Resort,Cash,"1,400",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7:30am – 11pm'], ['Tue', '7:30am – 11pm'], ['Wed', '7:30am – 11pm'], ['Thu', '7:30am – 11pm'], ['Fri', '7:30am – 11pm'], ['Sat', '7:30am – 11pm'], ['Sun', '7:30am – 11pm']]",N,
"Bloom Suites, Naikawaddo, Bardez, Calangute",+91 7044180217,"North Indian, Chinese, Continental",,,,"Breakfast,Full Bar Available,Indoor Seating,Poolside",,undefined,undefined,,https://www.zomato.com/goa/captain-barracudas-bar-grills-calangute,Captain Barracuda's Bar & Grills,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7:30am – 11pm'], ['Tue', '7:30am – 11pm'], ['Wed', '7:30am – 11pm'], ['Thu', '7:30am – 11pm'], ['Fri', '7:30am – 11pm'], ['Sat', '7:30am – 11pm'], ['Sun', '7:30am – 11pm']]",N,
"Opposite Ribander, Old Goa, Goa",+91 9822102472,"Seafood, Fast Food",,,,"Full Bar Available,Indoor Seating",,15.5057190263,73.8641125336,,https://www.zomato.com/goa/riverside-old-goa,Riverside,Cash,200,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '9am – 3:30pm, 6:30pm – 11pm'], ['Tue', '9am – 3:30pm, 6:30pm – 11pm'], ['Wed', '9am – 3:30pm, 6:30pm – 11pm'], ['Thu', '9am – 3:30pm, 6:30pm – 11pm'], ['Fri', '9am – 3:30pm, 6:30pm – 11pm'], ['Sat', '9am – 3:30pm, 6:30pm – 11pm'], ['Sun', '9am – 3:30pm, 6:30pm – 11pm']]",N,
"Living Room Hotels, Vagator Beach Road, Vagator, Goa",+91 8322273433,"Chinese, Continental, North Indian, Arabian",,,,"Breakfast,Serves Non Veg,Full Bar Available,Indoor Seating,Wifi,Outdoor Seating",,15.5983370000,73.7448440000,,https://www.zomato.com/goa/all-day-dining-vagator,All Day Dining,Cash,"1,100",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7:30am – 11pm'], ['Tue', '7:30am – 11pm'], ['Wed', '7:30am – 11pm'], ['Thu', '7:30am – 11pm'], ['Fri', '7:30am – 11pm'], ['Sat', '7:30am – 11pm'], ['Sun', '7:30am – 11pm']]",N,
"Carmona D'Melo Waddo, Cavelossim, Goa",+91 9822485156,"North Indian, South Indian, Goan, Chinese, Seafood",,,,"Breakfast,Serves Alcohol,Table booking not available,Indoor Seating,Outdoor Seating",,15.2049594116,73.9510747790,,https://www.zomato.com/goa/diksha-cavelossim,Diksha,110,700,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7am – 3:50pm, 6pm – 11pm'], ['Tue', '7am – 3:50pm, 6pm – 11pm'], ['Wed', '7am – 3:50pm, 6pm – 11pm'], ['Thu', '7am – 3:50pm, 6pm – 11pm'], ['Fri', '7am – 3:50pm, 6pm – 11pm'], ['Sat', '7am – 3:50pm, 6pm – 11pm'], ['Sun', '7am – 3:50pm, 6pm – 11pm']]",N,
"413/2/A, Sim Vaddo, Arpora, Bardez, Calangute, Goa",+91 7066422193,"North Indian, Chinese, Goan",,,,"Home Delivery,Beer,Indoor Seating",,undefined,undefined,,https://www.zomato.com/goa/hot-tawa-calangute,HOT TAWA,60,600,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 12midnight'], ['Tue', '11am – 12midnight'], ['Wed', '11am – 12midnight'], ['Thu', '11am – 12midnight'], ['Fri', '11am – 12midnight'], ['Sat', '11am – 12midnight'], ['Sun', '11am – 12midnight']]",N,
"Amor Beach Resort, Candolim Beach Road, Bardez, Moira, Goa",+91 9674992610,"North Indian, Italian, Mexican, Continental",,,,"Full Bar Available,Indoor Seating",,undefined,undefined,,https://www.zomato.com/goa/blu-shack-moira,Blu Shack,Cash,"1,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",N,
"Pocvaddo, Betalbatim, Goa",+91 9850237179,"Goan, Chinese",,,,"Full Bar Available,Indoor Seating,Wifi",,15.2959555629,73.9176849648,,https://www.zomato.com/goa/monte-carlo-betalbatim,Monte Carlo,50,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '10am – 10pm'], ['Tue', '10am – 10pm'], ['Wed', '10am – 10pm'], ['Thu', '10am – 10pm'], ['Fri', '10am – 10pm'], ['Sat', '10am – 10pm'], ['Sun', '10am – 10pm']]",N,
"The O Hotel, Dando, Bardez, Candolim, Goa",0832 3047000,Finger Food,,,,"Full Bar Available,Nightlife,Indoor Seating",,15.5059619773,73.7703827396,,https://www.zomato.com/goa/minnus-the-o-hotel-candolim,Minnus - The O Hotel,Cash,"2,000",6 pints of beer + 2 appetizers,-,"[['Mon', '9am – 1am'], ['Tue', '9am – 1am'], ['Wed', '9am – 1am'], ['Thu', '9am – 1am'], ['Fri', '9am – 1am'], ['Sat', '9am – 1am'], ['Sun', '9am – 1am']]",N,
"Morjim Beach Road, Morjim, Goa",00 09850479677,"North Indian, Goan, Chinese",,,,"Breakfast,Home Delivery,Full Bar Available,Table Reservation Not Required,Smoking Area,Indoor Seating,Outdoor Seating",,undefined,undefined,,https://www.zomato.com/goa/ings-bar-morjim,Ing's Bar,Cash,"1,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '9am – 12midnight'], ['Tue', '9am – 12midnight'], ['Wed', '9am – 12midnight'], ['Thu', '9am – 12midnight'], ['Fri', '9am – 12midnight'], ['Sat', '9am – 12midnight'], ['Sun', '9am – 12midnight']]",N,
"D'Mello Vaddo, Near HDFC Bank ATM, Anjuna, Goa",+91 9764769142,"Goan, Chinese, Seafood, Tibetan, North Indian",,,,"Breakfast,Serves Non Veg,Full Bar Available,Outdoor Seating",,15.5846607730,73.7534563243,,https://www.zomato.com/goa/sea-wave-inn-restaurant-anjuna,Sea Wave Inn Restaurant,Cash,400,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 11pm'], ['Tue', '8am – 11pm'], ['Wed', '8am – 11pm'], ['Thu', '8am – 11pm'], ['Fri', '8am – 11pm'], ['Sat', '8am – 11pm'], ['Sun', '8am – 11pm']]",N,
"3/31, Tivai Waddo, Calangute, Goa",+91 9923271759,"Chinese, Continental, Goan, North Indian, Seafood",,,,"Full Bar Available,Indoor Seating,Table booking recommended,Smoking Area,Outdoor Seating",,15.5388462461,73.7620605156,,https://www.zomato.com/goa/palate-restaurant-bar-calangute,Palate Restaurant & Bar,Cash,"1,200",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '12noon – 11pm'], ['Tue', '12noon – 11pm'], ['Wed', '12noon – 11pm'], ['Thu', '12noon – 11pm'], ['Fri', '12noon – 11pm'], ['Sat', '12noon – 11pm'], ['Sun', '12noon – 11pm']]",N,
"Colva Road, Maria Hall, Besides Benaulim Panchayat, Benaulim, Goa","+91 9822989810,  +91 7066129410","Seafood, North Indian, Beverages",,,,"Serves Alcohol,Outdoor Seating,Indoor Seating,Smoking Area",,undefined,undefined,,https://www.zomato.com/goa/no-23-royan-corner-bar-restaurant-benaulim,NO' 23 Royan Corner Bar & Restaurant,Cash,700,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7am – 12midnight'], ['Tue', '7am – 12midnight'], ['Wed', '7am – 12midnight'], ['Thu', '7am – 12midnight'], ['Fri', '7am – 12midnight'], ['Sat', '7am – 12midnight'], ['Sun', '7am – 12midnight']]",N,
"Pedda, Varca, Salcete, Goa, Benaulim, Goa",+91 9890711363,"Continental, Goan, North Indian",,,,"Full Bar Available,Indoor Seating",,15.2239312305,73.9345191792,,https://www.zomato.com/goa/pereiras-restaurant-benaulim,Pereira's Restaurant,Cash,"1,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 12midnight'], ['Tue', '11am – 12midnight'], ['Wed', '11am – 12midnight'], ['Thu', '11am – 12midnight'], ['Fri', '11am – 12midnight'], ['Sat', '11am – 12midnight'], ['Sun', '11am – 12midnight']]",N,
"Morjim Beach, Morjim, Goa",+91 9923191692,"North Indian, Chinese, Goan",,,,"Breakfast,Full Bar Available,Indoor Seating,Table Reservation Not Required,Outdoor Seating",,15.6183242104,73.7322970480,,https://www.zomato.com/goa/meera-cafe-morjim,Meera Cafe,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 6:30pm'], ['Tue', '8am – 6:30pm'], ['Wed', '8am – 6:30pm'], ['Thu', '8am – 6:30pm'], ['Fri', '8am – 6:30pm'], ['Sat', '8am – 6:30pm'], ['Sun', '8am – 6:30pm']]",N,
